,number,author,life,title,width,height,image_url,wall,position,image_path
1832,2087 ,Rubens petrus paulus, (1577-16401. ,education de marie de médiciso,,,,,XVII,
1833,2088 ,Rubens petrus paulus, (1577-16401. ,henri iv reçoit le portrait de marie de médicis,,,,,XVIII,
1834,2089 ,Rubens petrus paulus, (1577-16401. ,mariage de marie de médicis avec henri iv,,,,,XVIII,
1835,2090 ,Rubens petrus paulus, (1577-16401. ,débarquement de marie de médicis au port de marseille le 3 novembre 1600 o,,,,,XVIII,
1836,2091 ,Rubens petrus paulus, (1577-16401. ,allégorie sur le mariage de henri iv avec marie de médicis accompli à lyon le 17 décembre 1600 o o,,,,,XVIII,
1837,2092 ,Rubens petrus paulus, (1577-16401. ,naissance de louis xiii à fontainebleau le 27 septembre 1601 o o o,,,,,XVIII,data/images_paintings/1837.jpg
1838,2094 ,Rubens petrus paulus, (1577-1640). ,couronnement de marie de médicis à saint denis 13 mai ibio,,,,,XVIII,
1839,2095 ,Rubens petrus paulus, (1577-1640). ,apothéose de henri iv régence de marie de médicis       ,,,,,XVIII,
1840,2096 ,Rubens petrus paulus, (1577-1640). ,bienfaits du gouvernement de la reine,,,,,XVII,
1841,2097 ,Rubens petrus paulus, (1577-1640). ,voyage de marie de médicis au pont de cé en anjou o o o o,,,,,XVIII,
1842,2098 ,Rubens petrus paulus, (1577-1640). ,echange des deux princesses sur la rivière de hendaye le 9 novembre 1615,,,,,XVIII,
1843,2099 ,Rubens petrus paulus, (1577-1640). ,félicité de la régence,,,,,XVIII,
1844,2100 ,Rubens petrus paulus, (1577-1640). ,majorité de louis xiii,,,,,XVIII,
1845,2101 ,Rubens petrus paulus, (1577-1640). ,la reine s'enfuit du château de blois dans la a nuiti'du 21 au 22 février 1619,,,,,XVIII,
1846,2102 ,Rubens petrus paulus, (1^77-1640). ,réconciliation de marie de médicis avec son fils,,,,,XVIII,
1847,2103 ,Rubens petrus paulus, (1^77-1640). ,la conclusion de la paix 50 avril 1619,,,,,XVIII,
1848,2104 ,Rubens petrus paulus, (1^77-1640). ,entrevue de marie de médicis et de son fils,,,,,XVIII,
1849,2105 ,Rubens petrus paulus, (1^77-1640). ,le triomphe de la vérité,,,,,XVIII,
1850,2106 ,Rubens petrus paulus, (1^77-1640). ,portrait de françois de médicis grand duc de toscane père de marie de médicis,,,,,XVII,
1851,2107 ,Rubens petrus paulus, (1^77-1640). ,portrait de jeanne d'autriche grande duchesse de toscane mère de marie de médicis,,,,,XVII,
1852,2109 ,Rubens petrus paulus, (1577-1640). ,portrait de marie de médicis sous les traits de la france ecole de,,,,,XXXV,
1853,2110 ,Rubens petrus paulus, (1577-1640). ,le triomphe de la vérité et les parques filant la destinée de marie de médicis esquisse des deux compositions de la,,,,S,Galerie du Luxembourg,
1854,2111 ,Rubens petrus paulus, (1577-1640). ,portrait du baron henri de vicq ambassadeur des pays bas à la cour de france,,,,S,VI tr E,
1855,2112 ,Rubens petrus paulus, (1577-1640). ,portrait d'anne d'autriche reine de france faussement désigné autrefois sous le nom d'elisabeth de france fille de henri iv,,,,N,VI tr E,data/images_paintings/1855.jpg
1856,2113 ,Rubens petrus paulus, (1577-1640). ,portrait d'hélène fourment seconde femme de rubens avec son fils françois et sa fille claire jeanne       ,,,,S,VI tr E,
1857,2114 ,Rubens petrus paulus, (1577-1640). ,portrait de suzanne fourment sœur de la seconde femme de rubens     o,,,,S,VI tr E,
1858,2115 ,Rubens petrus paulus, (1577-1640). ,la kermesse,,,,S,VI tr E,data/images_paintings/1858.jpg
1859,2116 ,Rubens petrus paulus, (1577-1640). ,tournoi près des fossés d'un château o,,,,S,VI tr E,
1860,2117 ,Rubens petrus paulus, (1577-1640). ,le paysage à l'oiseleur,,,,N,VI tr E,
1861,2118 ,Rubens petrus paulus, (1577-1640). ,le paysage à l'arc en ciel et au joueur de flûte,,,,,XVII,
1862,2119 ,Rubens petrus paulus, (1577-1640). ,paysage avec les ruines du mont palatin,,,,,XXXV,
1863,2120 ,Rubens petrus paulus, (1577-1640). ,le sacrifice d'abraham o,,,,,XXXV,
1864,2121 ,Rubens petrus paulus, (1577-1640). ,mekhisëdecetabraham,,,,,XXXV,
1865,2122 ,Rubens petrus paulus, (1577-1640). ,l'élévation en croix ,,,,,XXXV,
1866,2123 ,Rubens petrus paulus, (1577-1640). ,le couronnement de la vierge,,,,,XXXV,
1867,2125 ,Rubens petrus paulus, (1577-1640). ,job tourmenté par les démons     ,,,,O,I,
1868,2126 ,Rubens petrus paulus, (1577-1640). ,génie volant et couronnant la religion etude pour le plafond de whilehall à londres,,,,,XXXV,
1869,2127 ,Rubens petrus paulus, (1577-1640). ,tête d'étude pour la figure du saint georges dans intercession des sai nts» du musée de lyon    ,,,,,XXXV,
1870,2128 ,Rubens petrus paulus, (1577-1640). ,buste de vieillard attribué,,,,,XXXV,
1871,2130 ,Rubens petrus paulus, (1577-1640). ,diogène cherchant un homme ecole de,,,,,XVII,
1872,2131 ,Rubens petrus paulus, (1577-1640). ,le paysage au puits et à l'abreuvoir effet de ' soleil couchant,,,,,XXXIV,
1873,2132 ,Rubens petrus paulus, (1577-1640). ,portrait de femme jouant du luth ecole de,,,,,XXXV,
1874,2133 ,Rubens petrus paulus, (1577-1640). ,le sommeil de diane ecole de,,,,,XXXV,
1875,2134 ,Rubens petrus paulus, (1577-1640). ,la naissance d'un prince ecole de,,,,E,I,
1876,S N ,Rubens petrus paulus, (1577-1640). ,ixion trompé par junon,,,,,Coll Schlichting,
1877,S No ,Rubens petrus paulus, (1577-1640). ,portrait présumé de suzanne fourment sœur de lafseconde femme de rubens,,,,,Coll Schlichting,
1878,2137 ,Ryckaert david, (1612-1661). ,l'atelier présumé du père de l'artiste david ryckaërt ii,,,,N,VI tr E,
1879,2140 a ,Siberechts jan, (1627-1703). ,la toilette rustique au bord de l'eau,,,,,XXXIV,
1880,2145 ,Snyders frans, (1579-1657). ,les marchands de poissons attribué,,,,N,VI tr E,
1881,2146 ,Snyders frans, (1579-1657). ,les chiens dans le garde manger,,,,N,VI tr E,
1882,2147 ,Snyders frans, (1579-1657). ,fruits et animaux o,,,,,XVII,
1883,2149 ,Snyders frans, (1579-1657). ,la marchande de gibier,187.0,221.0,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE008835/p0006943-001.jpg,O,I,data/images_paintings/1883.jpg
1884,2154 ,Sustermans ou suttermans joost ou justus, (1507- 1681 ). ,portrait du jeune léopold de médicis  ,,,,S,I,
1885,S N ,Sustermans ou suttermans joost ou justus, (1507- 1681 ). ,portrait de ferdinand il de médicis grand duc de toscane,,,,,Coll Schlichting,
1886,2155 ,Teayers david, (1610-1600). ,saint pierre renie jésus christ o,,,,,XXXIV,
1887,2159 ,Teniers david, (IÔIO-I6QO). ,la fête de village grand exemplaire,,,,N,VI tr E,
1888,2160 ,Teniers david, (IÔIO-I6QO). ,un cabaret près d'une rivière,,,,,XXXIV,
1889,2161 ,Teniers david, (IÔIO-I6QO). ,la danse au son d'une cornemuse petit exemphire,,,,,XXXIV,
1890,2162 ,Teniers david, (IÔIO-I6QO). ,la partie de cartes dans une hôtellerie o,,,,,XXXIV,
1891,2162 a ,Teniers david, (IÔIO-I6QO). ,intérieur de cabaret,77.5,57.5,https://upload.wikimedia.org/wikipedia/commons/3/37/David_Teniers_the_Younger_-_The_Card_Players_1645_Louvre.jpg,,XVII,data/images_paintings/1891.jpg
1892,2162 b ,Teniers david, (IÔIO-I6QO). ,les joueurs de hoquet,69.5,47.0,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE008886/76ee199.jpg,,XXXIV,data/images_paintings/1892.jpg
1893,2163 ,Teniers david, (IÔIO-I6QO). ,le tête à tête épié attribué,,,,,XXXIV,
1894,2163 a ,Teniers david, (IÔIO-I6QO). ,l'arrivée d'une récolte de légumes et de fruits,,,,,XXXIV,
1895,2164 ,Teniers david, (IÔIO-I6QO). ,l'archiduc léopold à la chasse au héron,,,,N,VI tr E,
1896,2165 ,Teniers david, (IÔIO-I6QO). ,le fumeur,16.0,21.5,https://upload.wikimedia.org/wikipedia/commons/f/f3/David_teniers_ii_le_fumeur_flamand_a_smoker_lighting_a_pipe_in_an_inte_d5622866g.jpg,,XXXIV,data/images_paintings/1896.jpg
1897,2166 ,Teniers david, (IÔIO-I6QO). ,le rémouleur o,,,,,XXXIV,
1898,2167 ,Teniers david, (IÔIO-I6QO). ,le joueur de cornemuse,23.5,29.0,https://upload.wikimedia.org/wikipedia/commons/7/76/David_Teniers_%28II%29_-_The_Musette-Player_-_WGA22078.jpg,,XXXIV,data/images_paintings/1898.jpg
1899,2169 ,Teniers david, (IÔIO-I6QO). ,les bulles de savon o o,,,,,XXXIV,
1900,2170 ,Teniers david, (IÔIO-I6QO). ,la fête villageoise,,,,,XXXV,
1901,2171 ,Teniers david, (IÔIO-I6QO). ,le duo petit exemplaire,,,,,XXXV,
1902,2172 ,Teniers david, (IÔIO-I6QO). ,le fumeur accoudé,30.5,39.0,https://upload.wikimedia.org/wikipedia/commons/0/0a/David_Teniers_%28II%29_-_Smoker_Leaning_his_Elbow_on_a_Table_-_WGA22080.jpg,,XXXV,data/images_paintings/1902.jpg
1903,2173 ,Teniers david, (IÔIO-I6QO). ,le duo grand exemplaire,,,,,XXXV,
1904,2174 ,Teniers david, (IÔIO-I6QO). ,la danse au son d'une cornemuse grand exemplaire,,,,,XXXV,
1905,2175 ,Teniers david, (IÔIO-I6QO). ,les trois fumeurs,,,,,XXXV,
1906,2176 ,Teniers david, (IÔIO-I6QO). ,tentation de saint antoine par l'ivresse petit exemplaire,,,,,XXXV,
1907,2177 ,Teniers david, (IÔIO-I6QO). ,le fumeur au tonneau,17.5,22.0,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE008870/p0006976-001.jpg,,XXXV,data/images_paintings/1907.jpg
1908,2178 ,Teniers david, (IÔIO-I6QO). ,le joueur de guitare,13.3,19.3,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE008871/p0006977-001.jpg,,XXXV,data/images_paintings/1908.jpg
1909,2179 ,Teniers david, (IÔIO-I6QO). ,le quêteur,22.0,29.5,https://upload.wikimedia.org/wikipedia/commons/d/da/Questor_Tenier_II_Louvre.jpg,,XXXV,data/images_paintings/1909.jpg
1910,2180 ,Teniers david, (IÔIO-I6QO). ,les joueurs de boule,23.0,17.5,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE008873/76ee98.jpg,,XXXV,data/images_paintings/1910.jpg
1911,2181 ,Teniers david, (IÔIO-I6QO). ,buveur et fumeur,17.0,22.5,https://upload.wikimedia.org/wikipedia/commons/2/22/David_II._Teniers_-_Dva_sedlaci_Kurak_a_pijak.jpg,,XXXV,data/images_paintings/1911.jpg
1912,2182 ,Teniers david, (IÔIO-I6QO). ,l'été o,,,,,XXXV,
1913,2183 ,Teniers david, (IÔIO-I6QO). ,l'hiver      ,83.5,63.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/David_Teniers_-_Winter_%28De_vier_seizoenen%29_-_11364.4_-_Noordbrabants_Museum.jpg/1200px-David_Teniers_-_Winter_%28De_vier_seizoenen%29_-_11364.4_-_Noordbrabants_Museum.jpg,,XXXV,data/images_paintings/1913.jpg
1914,2184 ,Teniers david, (IÔIO-I6QO). ,le ramoneur,,,,,XXXV,
1915,1954 ,Thulden theodor van, ( 1606- probablement 1676). ,portrait équestre de ferdinand infant d'espagne archiduc d'autriche gouverneur des pays bas surnommé le cardinal infant attribué,,,,,XVII,
1916,1959 ,Thulden theodor van, ( 1606- probablement 1676). ,portraits d'homme et de femme réunis dans un sujet pastoral attribué imitation du «jacob et rachel à la fontaine» par rubens dans la collection de la baronne v g à carisruhe,,,,N,VI tr E,
1917,2207 ,Uden lucas van, (1595-1672). ,paysage figures par un élève de teniers,,,,,XXXIV,
1918,1956 ,Vandael jan frans, (1764-1840) ,fleurs dans un vase de marbre pêches et raisins,,,,,XXVII,
1919,2191 ,Veen otho ou otto van, (1550-1029). ,otto venius et sa famille,,,,,XVII,
1920,2193 ,Vos cornelis de, (vers 1585-1051). ,portrait d'une dame de qualité attribué,,,,,XXXV,
1921,2135 ,Vos paul de, (vers 1590-1678). ,cheval attaqué par des lions attribué autrefois donné à l'école de rubens,,,,O,I,
1922,2136 ,Vos paul de, (vers 1590-1678). ,combat d'ours et de tigres attribué autrefois donné à l'école de rubens,,,,O,I,
1923,2141 ,Vos paul de, (vers 1590-1678). ,le paradis terrestre attribué,,,,S,VI tr E,
1924,2142 ,Vos paul de, (vers 1590-1678). ,entrée des animaux dans l'arche de noé attribué,,,,S,VI tr E,
1925,2144 ,Vos paul de, (vers 1590-1678). ,chasse au sanglier attribué,,,,N,VI tr E,
1926,2194 ,Vos paul de, (vers 1590-1678). ,la mort du chevreuil,,,,O,I,data/images_paintings/1926.jpg
1927,2195 ,Weyden roger de le pasture dit rogier van der, (139g ou 1400-1464). ,triptyque le christ rédempteur entre la vierge et saint jeanl'evangéliste saint jean baptiste et sainte marie madeleine,,,,,Musée Charles X S III,data/images_paintings/1927.jpg
1928,S N ,Aken hieronymus van, (vers 1450 ou 146o- 15 16). ,la nef des fous allégorie reproduit,,,,,XXXI,
1929,S N ,Aken hieronymus van, (vers 1450 ou 146o- 15 16). ,jésus disputant avec les docteurs ecole de,,,,,XXXI,
1930,2300 a ,Arent arentsz dit cabel, (1586- avant 1635) ,les pécheurs xxxi 23037 bailly david 1 584 16s7,,,,,Musée Charles X S III,
1931,2304 ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,escadre hollandaise,,,,,XXIII,
1932,2304 a ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,la mer au helder,,,,N,VI tr F,
1933,2305 ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,le port d'amsterdam,,,,,XXIV,
1934,2306 ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,bateau de pêche et cabotier par gros temps,,,,,XXVI,
1935,2307 ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,vaisseau hollandais,,,,,XXV,
1936,2309 ,Bakhuysen ou backhuysen ludolf, (1631-1708) ,yacht anglais sur une mer agitée,,,,,XX,
1937,S N ,Bassen bartholomaeus van, (vers 1580 ou 1590-1652) ,vue intérieure d'une grande salle genre de,,,,,XXI,
1938,2310 ,Beerstraten jan abrahamsz, (1622-1666). ,l'ancien port de gênes,128.5,94.0,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE003432/98de16775.jpg,,XXIV,data/images_paintings/1938.jpg
1939,2312 ,Begacornelispietersz,.( 1020-1664). ,intérieur rustique,,,,,XXVI,
1940,2315 ,Berchem ou berghem claes pietersz, (1620-1083) ,le gué,40.0,32.0,https://upload.wikimedia.org/wikipedia/commons/9/9b/Nicolaes_Berchem_-_Le_Gu%C3%A9_m503604_04-004669_p.jpg,,XXIII,data/images_paintings/1940.jpg
1941,2318 ,Berchem ou berghem claes pietersz, (1620-1083) ,la conduite des animaux au pâturage,,,,,XXIV,
1942,2320 ,Berchem ou berghem claes pietersz, (1620-1083) ,paysage et animaux au ptlturage,,,,,XXVI,
1943,S No ,Berckheyde gerrit adriaensz, (1038-1698). ,vue de l'ancienne maison de ville d'amsterdam,,,,,Nouv Acq,
1944,2325 ,Bergen dirck van den, (vers 1640- vers 1690). ,paysage et animaux,,,,,XXIII,
1945,2326 ,Bergen dirck van den, (vers 1640- vers 1690). ,paysage,31.5,25.5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Paysage_au_cheval_blanc_-_Dirck_van_den_Bergen_-_Mus%C3%A9e_du_Louvre.jpg/1200px-Paysage_au_cheval_blanc_-_Dirck_van_den_Bergen_-_Mus%C3%A9e_du_Louvre.jpg,,XXIV,data/images_paintings/1945.jpg
1946,2312 a ,Beyeren abraham hendrickz van, (1620 ou 1621- 1675). ,nature morte,105.0,125.5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Beyeren_Large_still_life_with_lobster_02.jpg/1200px-Beyeren_Large_still_life_with_lobster_02.jpg,,XXIV,data/images_paintings/1946.jpg
1947,2327 ,Bloemaert abraham, (1564-1651). ,la nativité,,,,,XIX,
1948,2327 b ,Bloot pieter pietersz de, (1601-1658). ,paysage attribué,,,,,XXIII,
1949,2328 ,Bol ferdinand, (1616-1680). ,philosophe en méditation o o ,,,,,XXVII,
1950,2329 ,Bol ferdinand, (1616-1680). ,un jeune prince hollandais dans un char traîné par des chèvres portrait présumé de guillaumehenri de nassau plus tard guillaume iii roi d'angleterre,,,,S,VI tr F,data/images_paintings/1950.jpg
1951,2330 ,Bol ferdinand, (1616-1680). ,portrait d'un mathématicien,63.0,77.2,https://upload.wikimedia.org/wikipedia/commons/b/b9/Ferdinand_Bol_-_Portret_van_een_mathematicus.jpg,,XXV,data/images_paintings/1951.jpg
1952,2331 ,Bol ferdinand, (1616-1680). ,portrait d'homme,100.0,119.0,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE003453/88e1891.jpg,,XXIV,data/images_paintings/1952.jpg
1953,S N ,Bol ferdinand, (1616-1680). ,portrait du peintre et de sa femme lisbeth dell,,,,,Coll Schlichting,
1954,2333 ,Both johannes, (vers 1610-1652). ,paysage  chemin creux entre des rochers au soleil couchant   o o,,,,,XXVI,
1955,2333 a ,Bray jan de, ( ? -1697). ,portrait d'homme,,,,,XXIII,
1956,2334 ,Breenbergh bartholomeus, ( 1 599-avant 1659). ,vue prise du campo vaccino à rome,,,,,XXVII,
1957,2335 ,Breenbergh bartholomeus, ( 1 599-avant 1659). ,réunion de ruines de l'ancienne rome,,,,,XXVII,
1958,2337 ,Brekelenkam quieringh gerritsz, (vers 1620-1668). ,la consultation,52.0,57.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/La_Consultation_-_Quirijn_van_Brekelenkam_-_Mus%C3%A9e_du_Louvre.jpg/1200px-La_Consultation_-_Quirijn_van_Brekelenkam_-_Mus%C3%A9e_du_Louvre.jpg,,XX,data/images_paintings/1958.jpg
1959,2338 ,Ceulen janson ou janssens van, ( 1593-versi664). ,portrait d'homme,89.5,112.5,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE003476/99-016288.jpg,,XXIII,data/images_paintings/1959.jpg
1960,2339 ,Ceulen janson ou janssens van, ( 1593-versi664). ,portrait de femme,33.0,43.2,https://upload.wikimedia.org/wikipedia/commons/2/2a/Cornelis_Jonson_van_Ceulen%2C_the_Elder_-_Portrait_of_a_Woman_-_48.504_-_Museum_of_Fine_Arts.jpg,N,I,data/images_paintings/1960.jpg
1961,S No ,Claess ou claessens jacobus, (travaillait entre 1S22 et 1528). ,la jeune femme à l'œillet,,,,,Coll Arconati-Visconti,
1962,2341 ,Cuyp aelbert, (1620-1691). ,paysage pâtre gardant des vaches et jouant du chalumeau,,,,N,VI tr F,
1963,2342 ,Cuyp aelbert, (1620-1691). ,le départ pour la promenade o,,,,N,VI tr F,
1964,2343 ,Cuyp aelbert, (1620-1691). ,la promenade des cavaliers,,,,N,VI tr F,
1965,2344 ,Cuyp aelbert, (1620-1691). ,portraits d'enfants les enfants à la chèvre,,,,,XXVII,
1966,2346 ,Dekker ou decker cornelis gerritsz, ( ? -1678) ,paysage,80.5,67.8,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE003494/05-535051.jpg,,XXV,data/images_paintings/1966.jpg
1967,2348 ,Dou gérard, (1613-167?) ,la femme hydropique,68.0,86.0,https://upload.wikimedia.org/wikipedia/commons/3/37/Gerrit_Dou_-_De_waterzuchtige_vrouw.jpg,,XXIII,data/images_paintings/1967.jpg
1968,2349 ,Dou gérard, (1613-167?) ,aiguière d'argent,82.0,102.5,https://upload.wikimedia.org/wikipedia/commons/8/86/Gerard_Dou_-_The_Silver_Ewer_-_WGA06648.jpg,,XXIV,data/images_paintings/1968.jpg
1969,2350 ,Dou gérard, (1613-167?) ,l'épicière de village,29.0,38.5,https://upload.wikimedia.org/wikipedia/commons/6/6b/Gerard_Dou_-_The_Grocer%27s_Shop_-_WGA06636.jpg,,XXVI,data/images_paintings/1969.jpg
1970,2351 ,Dou gérard, (1613-167?) ,le joueur de trompette à la fenêtre,,,,,XXV,
1971,2352 ,Dou gérard, (1613-167?) ,la cuisinière hollandaise,27.3,36.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Young_woman_pouring_water_out_of_a_jug%2C_by_Gerard_Dou.jpg/1200px-Young_woman_pouring_water_out_of_a_jug%2C_by_Gerard_Dou.jpg,,XXVI,data/images_paintings/1971.jpg
1972,2353 ,Dou gérard, (1613-167?) ,une femme accrochant un coq à sa fenêtre,,,,,XXIV,
1973,2354 ,Dou gérard, (1613-167?) ,le peseur d'or,23.0,29.1,https://upload.wikimedia.org/wikipedia/commons/e/e4/Gerard_Dou_-_The_Moneylender_-_WGA06649.jpg,,XXIV,data/images_paintings/1973.jpg
1974,2355 ,Dou gérard, (1613-167?) ,l'arracheur de dents portrait du père de rembrandt,,,,,XXIV,
1975,2356 ,Dou gérard, (1613-167?) ,la lecture de la bible,46.0,60.4,https://upload.wikimedia.org/wikipedia/commons/c/cd/Gerard_Dou_-_Reading_the_Bible_-_WGA06644.jpg,,XXV,data/images_paintings/1975.jpg
1976,2357 ,Dou gérard, (1613-167?) ,vieillard lisant,,,,,XX,
1977,2358 ,Dou gérard, (1613-167?) ,portrait de femme âgée la mère de rembrandt ,,,,,XXV,
1978,2359 ,Dou gérard, (1613-167?) ,portrait de gérard dou par lui même,,,,,XXII,
1979,2576 ,Dubordieu pieter, (travaillait en Hollande vers 1633- 1676). ,portrait de femme attribué autrefois donné à gerard verspronck,,,,,XXVI,
1980,2361 ,Duyster willem, (vers 1600-163=;) ,les maraudeurs  o'  o,,,,,XXIV,
1981,2362 ,Dyck phillip van, (1680- 17S3) ,sara présentant agar à abraham,,,,,XXV,
1982,2364 ,Eeckhout gerbrandt van den, (1621-1674) ,anne présentant à élie son fils samue,,,,,XXI,
1983,2466 ,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait de femme âgée de 34 ans,,,,,XXI,
1984,2467 ,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait d'homme,,,,,XXI,
