,number,author,life,title,position
2249,2134 ,"Rubens, Petrus-Paulus.", (1577-1640). ,La naissance d'un prince. (Ecole de) ,I-E
2250,S. N° ,"Rubens, Petrus-Paulus.", (1577-1640). ,Ixion trompé par Junon,Coll. Schlichting
2251,S. No ,"Rubens, Petrus-Paulus.", (1577-1640). ,"Portrait présumé de Suzanne Fourment, sœur de lafseconde femme de Rubens.",Coll. Schlichting
2252,2137 ,"Ryckaert, David, troisième du nom.", (1612-1661). ,"L'atelier présumé du père de l'artiste, David Ryckaërt II ",VI tr. E-N
2253,2140 a ,"Siberechts, Jan.", (1627-1703). ,La toilette rustique au bord de l'eau. ,XXXIV
2254,2145 ,"Snyders, Frans.", (1579-1657). ,Les marchands de poissons. (Attribué) ,VI tr. E-N
2255,2146 ,"Snyders, Frans.", (1579-1657). ,Les chiens dans le garde-manger ,VI tr. E-N
2256,2147 ,"Snyders, Frans.", (1579-1657). ,Fruits et animaux. o. ,XVII
2257,2149 ,"Snyders, Frans.", (1579-1657). ,La marchande de gibier. ,1-0
2261,2154 ,"Sustermans ou Suttermans, Joost ou Justus.", (1507- 1681 ). ,"Portrait du jeune Léopold de Médicis -;, ",I-S
2262,S. N° ,"Sustermans ou Suttermans, Joost ou Justus.", (1507- 1681 ). ,"Portrait de Ferdinand. Il de Médicis, grand-duc ,de Toscane",Coll. Schlichting
2263,2155 ,"Teayers, David, dit le jeune.", (1610-1600). ,Saint Pierre renie Jésus-Christ. o. ,XXXIV
2266,2159 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,La fête de village. (Grand exemplaire) ,VI tr. E-N
2267,2160 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Un cabaret près d'une rivière. ,XXXIV
2268,2161 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,La danse au son d'une cornemuse. (Petit exemphire). ,XXXIV
2269,2162 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,La partie de cartes dans une hôtellerie o. ,XXXIV
2270,2162 a ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Intérieur de cabaret ,XVII
2271,2162 b ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Les joueurs de hoquet. ,XXXIV
2272,2163 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le tête-à-tête épié. (Attribué) ,XXXIV
2273,2163 a ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,L'arrivée d'une récolte de légumes et de fruits. ,XXXIV
2274,2164 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,L'Archiduc Léopold à la chasse au héron ,VI tr. E-N
2275,2165 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le fumeur. ,XXXIV
2276,2166 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le rémouleur. o. ,XXXIV
2277,2167 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le joueur de cornemuse. ,XXXIV
2278,2169 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Les bulles de savon. o. o ,XXXIV
2279,2170 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,La fête villageoise. ,XXXV
2280,2171 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le duo. (Petit exemplaire) ,XXXV
2281,2172 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le fumeur accoudé   ,XXXV
2282,2173 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le duo. (Grand exemplaire) ,XXXV
2283,2174 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,La danse au son d'une cornemuse. (Grand exemplaire) ,XXXV
2284,2175 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Les trois fumeurs ,XXXV
2285,2176 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Tentation de saint Antoine par l'ivresse. (Petit exemplaire) ,XXXV
2286,2177 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le fumeur au tonneau  ,XXXV
2287,2178 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le joueur de guitare. ,XXXV
2288,2179 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le quêteur. ,XXXV
2289,2180 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Les joueurs de boule ,XXXV
2290,2181 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Buveur et fumeur ,XXXV
2291,2182 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,L'été. o ,XXXV
2292,2183 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,"L'hiver , , , , , ,","- , , , , XXXV"
2293,2184 ,"Teniers, David, dit le jeune.", (IÔIO-I6QO). ,Le ramoneur ,XXXV
2300,1954 ,"Thulden, Theodor van", ( 1606- probablement 1676). ,"Portrait équestre de Ferdinand, Infant d'Espagne, Archiduc d'Autriche, gouverneur des Pays-Bas, surnommé le Cardinal-Infant. (Attribué)  ",XVII
2301,1959 ,"Thulden, Theodor van", ( 1606- probablement 1676). ,"Portraits d'homme et de femme réunis dans un sujet pastoral. (Attribué. Imitation du «Jacob et Rachel à la fontaine», par Rubens, dans la collection de la Baronne V. G à CarIsruhe). ",VI tr. E-N
2302,2207 ,"Uden, Lucas van", (1595-1672). ,Paysage. (Figures par un élève de Teniers). ,XXXIV
2303,1956 ,"Vandael, Jan Frans.", (1764-1840) ,"Fleurs dans un vase de marbre, pêches et raisins ",XXVII
2304,2191 ,"Veen, Otho ou Otto van, dit Venius.", (1550-1029). ,Otto Venius et sa famille ,XVII
2306,2193 ,"Vos, Cornelis de", (vers 1585-1051). ,Portrait d'une dame de qualité. (Attribué). ,XXXV
2307,2135 ,"Vos, Paul de.", (vers 1590-1678). ,Cheval attaqué par des lions. (Attribué. Autrefois donné à l'école de Rubens) ,1-0
2308,2136 ,"Vos, Paul de.", (vers 1590-1678). ,Combat d'ours et de tigres. \Attribué. Autrefois donné à l'école de Rubens) ,1-0
2309,2141 ,"Vos, Paul de.", (vers 1590-1678). ,Le Paradis terrestre. (Attribué) ,VI tr. E-S
2310,2142 ,"Vos, Paul de.", (vers 1590-1678). ,Entrée des animaux dans l'arche de Noé. (Attribué) ,VI tr. E-S
2311,2144 ,"Vos, Paul de.", (vers 1590-1678). ,Chasse au sanglier. (Attribué) ,VI tr. E-N
2312,2194 ,"Vos, Paul de.", (vers 1590-1678). ,La mort du chevreuil ,1-0
2313,2195 ,"Weyden, Roger De Le Pasture dit Rogier van der.", (139g ou 1400-1464). ,"Triptyque; Le Christ Rédempteur entre la Vierge et saint Jeanl'Evangéliste, saint Jean-Baptiste et sainte Marie-Madeleine.",— Revers : Une tête de mort et une croix XXIX INCONNUS DE L'ÉCOLE FLAMANDE.
2340,S. N° ,"Aken, Hieronymus van, ou Hieronymus Bosch.", (vers 1450 ou 146o- 15 16). ,La nef des fous; allégorie (Reproduit)  ,XXXI
2341,S. N° ,"Aken, Hieronymus van, ou Hieronymus Bosch.", (vers 1450 ou 146o- 15 16). ,Jésus disputant avec les docteurs (Ecole de) ,XXXI
2342,2300 a ,"Arent Arentsz, dit Cabel.", (1586- avant 1635) ,"Les pécheurs. XXXI 2303.7 Bailly, David. (1 584-16S7).",— Portrait de jeune homme. XXI
2343,2304 ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,Escadre hollandaise ,XXIII
2344,2304 a ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,La mer au Helder ,VI tr. F-N
2345,2305 ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,Le port d'Amsterdam. ,XXIV
2346,2306 ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,Bateau de pêche et cabotier par gros temps ,XXVI
2347,2307 ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,Vaisseau hollandais. ,XXV
2348,2309 ,"Bakhuysen ou Backhuysen, Ludolf.", (1631-1708) ,Yacht anglais sur une mer agitée. ,XX
2349,S. N° ,"Bassen, Bartholomaeus van", (vers 1580 ou 1590-1652) ,Vue intérieure d'une grande salle (Genre de) ,XXI
2350,2310 ,"Beerstraten, Jan Abrahamsz.", (1622-1666). ,L'ancien port de Gênes ,XXIV
2351,2312 ,"Bega,CornelisPietersz",.( 1020-1664). ,-Intérieur rustique. ,XXVI
2352,2315 ,"Berchem ou Berghem, Claes Pietersz.", (1620-1083) ,Le gué ,XXIII
2353,2318 ,"Berchem ou Berghem, Claes Pietersz.", (1620-1083) ,La conduite des animaux au pâturage ,XXIV
2354,2320 ,"Berchem ou Berghem, Claes Pietersz.", (1620-1083) ,Paysage et animaux au ptlturage ,XXVI
2355,S. No ,"Berckheyde, Gerrit Adriaensz.", (1038-1698). ,Vue de l'ancienne maison de ville d'Amsterdam,Nouv. Acq.
2356,2325 ,"Bergen, Dirck van den", (vers 1640- vers 1690). ,Paysage et animaux. ,XXIII
2357,2326 ,"Bergen, Dirck van den", (vers 1640- vers 1690). ,Paysage ,XXIV
2358,2312 a ,"Beyeren, Abraham Hendrickz van", (1620 ou 1621- 1675). ,Nature morte. ,XXIV
2359,2327 ,"Bloemaert, Abraham.", (1564-1651). ,La Nativité ,XIX
2360,2327 b ,"Bloot, Pieter Pietersz de", (1601-1658). ,Paysage. (Attribué) ,XXIII
2361,2328 ,"Bol, Ferdinand.", (1616-1680). ,"Philosophe en méditation o. o, , ",XXVII
2362,2329 ,"Bol, Ferdinand.", (1616-1680). ,"Un jeune prince hollandais dans un char traîné par des chèvres. (Portrait présumé de GuillaumeHenri de Nassau, plus tard Guillaume III, roi d'Angleterre) ",VI tr. F-S
2363,2330 ,"Bol, Ferdinand.", (1616-1680). ,Portrait d'un mathématicien ,XXV
2364,2331 ,"Bol, Ferdinand.", (1616-1680). ,Portrait d'homme ,XXIV
2365,S. N° ,"Bol, Ferdinand.", (1616-1680). ,"Portrait du peintre et de sa femme, Lisbeth Dell ",Coll. Schlichting
2366,2333 ,"Both, Johannes, dit Both d'Italie.", (vers 1610-1652). ,"Paysage : chemin creux entre des rochers, au soleil couchant. , , o. o ",XXVI
2367,2333 a ,"Bray, Jan de", ( ? -1697). ,Portrait d'homme ,XXIII
2368,2334 ,"Breenbergh, Bartholomeus.", ( 1 599-avant 1659). ,"Vue prise du Campo Vaccino, à Rome. ",XXVII
2369,2335 ,"Breenbergh, Bartholomeus.", ( 1 599-avant 1659). ,Réunion de ruines de l'ancienne Rome ,XXVII
2370,2337 ,"Brekelenkam, Quieringh Gerritsz.", (vers 1620-1668). ,La consultation ,XX
2371,2338 ,"Ceulen, Janson ou Janssens van", ( 1593-versi664). ,- Portrait d'homme ,XXIII
2372,2339 ,"Ceulen, Janson ou Janssens van", ( 1593-versi664). ,Portrait de femme ,I-N
2373,S. No ,"Claess ou Claessens, Jacobus, dit Jacob van Utrecht.", (travaillait entre 1S22 et 1528). ,La jeune femme à l'œillet,Coll. Arconati Visconti
2374,2341 ,"Cuyp, Aelbert.", (1620-1691). ,Paysage; pâtre gardant des vaches et jouant du chalumeau. ,VI tr. F-N
2375,2342 ,"Cuyp, Aelbert.", (1620-1691). ,Le départ pour la promenade o ,VI tr. F-N
2376,2343 ,"Cuyp, Aelbert.", (1620-1691). ,La promenade des cavaliers. ,VI tr. F-N
2377,2344 ,"Cuyp, Aelbert.", (1620-1691). ,Portraits d'enfants. Les enfants à la chèvre ,XXVII
2378,2346 ,"Dekker ou Decker, Cornelis Gerritsz.", ( ? -1678) ,Paysage ,XXV
2379,2348 ,"Dou, Gérard.", (1613-167?) ,La femme hydropique ,XXIII
2380,2349 ,"Dou, Gérard.", (1613-167?) ,Aiguière d'argent. ,XXIV
2381,2350 ,"Dou, Gérard.", (1613-167?) ,L'épicière de village ,XXVI
2382,2351 ,"Dou, Gérard.", (1613-167?) ,Le joueur de trompette à la fenêtre ,XXV
2383,2352 ,"Dou, Gérard.", (1613-167?) ,La cuisinière hollandaise ,XXVI
2384,2353 ,"Dou, Gérard.", (1613-167?) ,Une femme accrochant un coq à sa fenêtre ,XXIV
2385,2354 ,"Dou, Gérard.", (1613-167?) ,Le peseur d'or. ,XXIV
2386,2355 ,"Dou, Gérard.", (1613-167?) ,L'arracheur de dents. Portrait du père de Rembrandt ,XXIV
2387,2356 ,"Dou, Gérard.", (1613-167?) ,La lecture de la Bible ,XXV
2388,2357 ,"Dou, Gérard.", (1613-167?) ,Vieillard lisant. ,XX
2389,2358 ,"Dou, Gérard.", (1613-167?) ,Portrait de femme âgée. (La mère de Rembrandt )  ,XXV
2390,2359 ,"Dou, Gérard.", (1613-167?) ,Portrait de Gérard Dou par lui-même ,XXII
2393,2576 ,"Dubordieu, Pieter", (travaillait en Hollande vers 1633- 1676). ,Portrait de femme (Attribué. Autrefois donné à Gerard Verspronck) ,XXVI
2395,2361 ,"Duyster, Willem.", (vers 1600-163=;) ,"Les maraudeurs , o'  o ",XXIV
2396,2362 ,"Dyck, Phillip van, dit le petit van Dyck.", (1680- 17S3) ,Sara présentant Agar à Abraham ,XXV
2397,2364 ,"Eeckhout, Gerbrandt van den", (1621-1674) ,Anne présentant à Élie son fils Samue). ,XXI
2398,2466 ,"Elias, Nicolaes, dit Pickenoy.", (1588- entre 16;4 et 16:;6) ,"Portrait de femme, âgée de 34 ans. ",XXI
2399,2467 ,"Elias, Nicolaes, dit Pickenoy.", (1588- entre 16;4 et 16:;6) ,Portrait d'homme. ,XXI
2400,2468 ,"Elias, Nicolaes, dit Pickenoy.", (1588- entre 16;4 et 16:;6) ,Portrait de femme tenant un éventail ,XX
2401,2643 ,"Elias, Nicolaes, dit Pickenoy.", (1588- entre 16;4 et 16:;6) ,"Portrait d'homme, âgé de 36 ans ",XXII
2402,S. N° ,"Elias, Nicolaes, dit Pickenoy.", (1588- entre 16;4 et 16:;6) ,Portrait d'homme âgé de 27 ans. (Attribué),Coll. Schlichting
2403,S. N° ,"Engelbrechtsen, Cornelis.", (1468?-! 533). ,Martyre de saint Jean l'Évangéliste.,Coll. Schlichting
2404,2365 ,"Everdingen, Allart van", (162 1 - 167;) ,P-iysage. Rivière dans une vallée montagneuse o. ,VI tr. F-S
2405,2366 ,"Everdingen, Allart van", (162 1 - 167;) ,Paysage avec pêcheurs et chasseurs ,XX
2406,2370 ,"Fictoor ou Victors, Jan.", (vers 1620- après 1676) ,Isaac bénissant Jacob ,VI tr. F-S
2407,2371 ,"Fictoor ou Victors, Jan.", (vers 1620- après 1676) ,Portrait de jeune fille regardant à sa fenêtre ,XXII
2408,2372 ,"Flinck, Govert.", (1615-1660) ,?—Un ange annonce aux bergers la naissance du Christ. ,XXV
2409,2373 ,"Flinck, Govert.", (1615-1660) ,Portrait de petite fille en bergère. ,XXV
2410,2563 a ,"Geertgen Tot Sint Jans, dit Gérard de Saint-Jean.", (vers 1465-1493) ,La Résurrection de Lazare. ,XXXI
2411,(208) ,"Gogh, Vincent van.", (185-5-1890) ,Fleurs dans un vase de cuivre,Coll. Camondo
2412,2375 ,"Goyen, Jan van"," ( i =,q6-i6=;6) ",Bords d'une rivière en Hollande ,VI tr. F-N
2413,2376 ,"Goyen, Jan van"," ( i =,q6-i6=;6) ",Un canal en Hollande ,XXIV
2414,2377 ,"Goyen, Jan van"," ( i =,q6-i6=;6) ",Une rivière en Hollande. ,XXVI
2415,2378 ,"Goyen, Jan van"," ( i =,q6-i6=;6) ",Vue de Dordrecht. ,XXIV
2416,2379 ,"Goyen, Jan van"," ( i =,q6-i6=;6) ",Bords d'un canal ,XX
2417,S. No ,"Grebber, Pieter Fransz de", (vers ISQO ou vers 1600- après 1640 ou après i6ss) ,La leçon de tatouage,Coll. Schlichting
2418,2380 ,"Hagen, Joris van der, ou Verhagen.", (entre 161; et 1620-1660) ,Vue de Hollande. Paysage ,XXII
2419,2381 ,"Hagen, Joris van der, ou Verhagen.", (entre 161; et 1620-1660) ,"Paysage: le gué. l,Attribué). ",XXII
2420,2382 ,"Hagen, Joris van der, ou Verhagen.", (entre 161; et 1620-1660) ,La plaine de Harlem. (Attribue) ,XX
2421,2383 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ",Portrait en buste de René Descartes ,VI tr. F-N
2422,2384 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ",La bohémienne ,VI tr. F-N
2423,2385 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ",Portrait de femme ,VI tr. F-N
2424,2386 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ",Portrait de Paulus van Beresteyn à 40 ans ,VI tr. F-N
2425,2387 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ","Portrait de la femme de Paulus van Beresteyn, à 18 ans ",VI tr. F-N
2426,2388 ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ","Portraits des membres de la famille Paulus van Beresteyn, de Harlem ",VI tr. F-N
2427,S. N° ,"Hals, Frans."," (i=,8o ou 1 =;81 — 1666) ","Portrait d'un jeune peintre, dit: (de Peintre ambulante",Coll. Schlichting
2428,2390 ,"Heda, Willem Claesz.", (1594-1679) ,Un dessert. ,XXVI
2429,2391 ,"Heem, Jan Davidsz de", (1606-en 1683 ou 1684) ,Fruits et vaisselle sur une table. ,XXVI
2430,2392 ,"Heem, Jan Davidsz de", (1606-en 1683 ou 1684) ,Un dessert. ,XXVII
2431,2393 ,"Heemskerck, Egbert van", (vers 1634-1704) ,Intérieur. ,XX
2432,2394 ,"Helst, Bartholomeus van der", (1613-1670) ,"Les syndics du Doelen de St. Sébastien ou confrérie des arbalétriers, à Amsterdam ",VI tr. F-N
2433,2395 ,"Helst, Bartholomeus van der", (1613-1670) ,Portrait d'homme ,XXI
2434,2396 ,"Helst, Bartholomeus van der", (1613-1670) ,Portrait de femme ,XXI
2435,S. N° ,"Helst, Bartholomeus van der", (1613-1670) ,"La famille Reepmaker: Antony Reepmaker, sa femme Suzanne Gonimaerts, et leurs deux fils Jacob et Ernst",Coll. Schlichting
2436,2397 ,"Helt-Stockade, Nicolas van", (1614-1669). ,"Portrait de Hendrik Hueck, ingénieur, et de sa femme Catherine Brouwers ",XX
2437,2398 ,"Heusch, Guilliam de", (vers 162^-1692) ,Paysage ,XXV
2438,2399 ,"Heyden, Jan van der", (1637-1712) ,Vue de l'ancienne maison de ville d'Amsterdam. ,XXV
2439,2400 ,"Heyden, Jan van der", (1637-1712) ,Eglise et place d'une ville en Hollande. ,VI tr. F-N
2440,2401 ,"Heyden, Jan van der", (1637-1712) ,"Vue d'un village au bord d'un canal, en Hollande ",VI tr. F-N
2441,2402 ,"Heyden, Jan van der", (1637-1712) ,Paysage. (Attribué) ,XX
2442,S. N° ,"Heyden, Jan van der", (1637-1712) ,Un canal dans une ville hollandaise,Nouv. Acq.
2443,2403 ,"Hobbema, Meindert.", (1638-1709) ,Paysage. Intérieur de forêt ,VI tr. F-N
2444,2404 ,"Hobbema, Meindert.", (1638-1709) ,Le moulin à eau ,VI tr. F-S
2445,2406 ,"Hondecoeter, Melchior d'", (1636-1605) ,Le dindon blanc. ,I-E
2446,2407 ,"Hondecoeter, Melchior d'", (1636-1605) ,Oiseaux de basse-cour. ,1-0
2447,2407 a ,"Hondius, Abraham. —"," (vers 1625- avant 1684, ou entre 1691 et 1695). ",Le marchand de pigeons ,XXI
2448,2409 ,"Honthorst, Gerard van, surnommé Gherardo della Notte.", (1 :;00-1656). ,Concert. Femmes jouant du luth et chantant. ,XXVI
2449,2410 ,"Honthorst, Gerard van, surnommé Gherardo della Notte.", (1 :;00-1656). ,"Portrait de Charles-Louis 1er, comte palatin du Rhin, électeur, puis duc de Bavière. ",XXVI
2450,2411 ,"Honthorst, Gerard van, surnommé Gherardo della Notte.", (1 :;00-1656). ,"Portrait de Robert ou Rupert de Bavière, duc de Cumberland, palatin du Rhin, frère du précédent ",XXVI
2452,2414 ,"Hooch, ou Hoogh, Pieter de.", (1629- vers 1684). ,Intérieur d'une maison hollandaise. ,XXII
2453,2415 ,"Hooch, ou Hoogh, Pieter de.", (1629- vers 1684). ,Les joueurs de cartes. ,XXII
2454,2417 ,"Huijsum, Jan van.", (1682-1740). ,Paysage ,XXIV
2455,2418 ,"Huijsum, Jan van.", (1682-1740). ,Paysage. ,XXIV
2456,2420 ,"Huijsum, Jan van.", (1682-1740). ,Corbeille de fleurs posée sur une table de marbre. ,XXVI
2457,2423 ,"Huijsum, Jan van.", (1682-1740). ,Fleurs et fruits. ,XXVII
2458,2424 ,"Huijsum, Jan van.", (1682-1740). ,Vase de fleurs ,XXV
2459,2426 ,"Jardin, Karel du.", (1622-1078). ,Le Calvaire. ,XXI
2460,2427 ,"Jardin, Karel du.", (1622-1078). ,"Les charlatans italiens. , ",XXV
2461,2428 ,"Jardin, Karel du.", (1622-1078). ,Le gué. Site d'Italie ,XXII
2462,2429 ,"Jardin, Karel du.", (1622-1078). ,Le pâturage ,XXVII
2463,2430 ,"Jardin, Karel du.", (1622-1078). ,Le bocage. ,XXV
2464,2432 ,"Jardin, Karel du.", (1622-1078). ,Paysage et animaux. ,XXI
2465,2433 ,"Jardin, Karel du.", (1622-1078). ,Le passage du gué. ,XXIV
2466,2434 ,"Jardin, Karel du.", (1622-1078). ,"Portrait d'homme, présumé celui de l'artiste. ",XXI
2467,2435 ,"Jardin, Karel du.", (1622-1078). ,Paysage et animaux. ,XX
2468,(171) ,"Jongkind, Johann-Barthold.", (1819-1891). ,"En Hollande, les barques près du moulin",Coll. Camondo
2469,2436 ,"Kalff, Willem.", (1621 ou 1622-1693). ,Intérieur d'une chaumière. ,XXV
2470,2436 a ,"Kalff, Willem.", (1621 ou 1622-1693). ,Nature morte. ,XXIV
2471,2438 ,"Kalff, Willem.", (1621 ou 1622-1693). ,"Ustensiles de ménage. , ",XX
2472,2480 ,"Key, Willem.", (vers 1 =1 j 5-1 568). ,"Portrait d'Antoine del Rio, membre du Conseil des Troubles, et de ses fils Martin-Antoine et Jérôme. (Attribué ; autrefois donné à Moro) ",V
2474,2438 a ,"Keyser, Thomas de.", (1596 ou 1597-1667). ,Portrait d'homme ,XXIV
2475,2438 b ,"Keyser, Thomas de.", (1596 ou 1597-1667). ,Portrait d'homme âgé de 72 ans. (Attribué) ,XXV
2477,S. Nu ,"Leyster, Judith,", (vers 1600-1660). ,Joyeuse compagn ie.,Coll. Schlichting.
2479,2446 ,"Limborch, Hendrik van.", (1682-1759). ,Les plaisirs de l'âge d'or. ,XXVII
2480,2447 ,"Lingelbach, Johannes.", (1622-1674). ,Le marché aux herbes à Rome. près de l'escalier de MonteCavallo ,XXI
2481,2448 ,"Lingelbach, Johannes.", (1622-1674). ,Vue d'un port de mer en Italie ,XXI
2482,2451 ,"Loo, Jacob van.", ([614-1670). ,"Portrait de Michel Corneille, le père, peintre français et recteur de l'Académie rOYJ,Ie. ",XXIII
2483,2452 ,"Loo, Jacob van.", ([614-1670). ,"Etude de femme nue, vue à mi-corps. XXIV 2640.1 Lukas van Leyden ou Lukas Huygensz. (qcH-1 533).",- Lotli et ses filles. XXXI
2484,2455 ,"Meer, Jan van der, dit Vermeer de Harlem, le vieux.", (1628-1691). ,Entrée d'auberge ,XXIII
2485,2457 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,La femme adultère ,XXV
2486,2458 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,Le marché aux herbes d'Amsterdam ,XXIV
2487,2459 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,Un militaire fait servir des rafraîchissements à une jeune dame ,XXIV
2488,2460 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,La leçon de musique ,XXVI
2489,2461 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,Le chimiste. ,XXIV
2490,2462 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,"Une femme hollandaise assise, tenant un pot de bière et un verre ",XXIII
2491,2463 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,Une cuisinière hollandaise ou la peleuse de pommes ,XXIII
2492,2464 ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,"Portrait présumé de Corneille Tromp, amiral hollandais. ",XXIII
2493,2464 a ,"Metsu, Gabriel.", (1629 ou 1630-1667). ,Nature morte. ,XXVII
2494,2465 ,"Mierevelt, Michel Jansz van.", (1567-1641). ,"Portrait de Jan van Oldenbarneveld, conseiller pensionnaire de Hollande. ",XXIII
2495,S. N° ,"Mierevelt, Michel Jansz van.", (1567-1641). ,"Portrait présumé d'Elisabeth Stuart, fille de Jacques Ier d'Angleterre, reine de Bohême. (Attribué).",Coll. Schlichting
2496,2470 ,"Mieris, Frans van, le vieux.", (1635-1681). ,"Femme à sa toilette, servie par une négresse ",XXVI
2497,2471 ,"Mieris, Frans van, le vieux.", (1635-1681). ,Le thé ,XXVII
2498,2472 ,"Mieris, Frans van, le vieux.", (1635-1681). ,Une famille flamande ,XXVI
2499,2473 ,"Mieris, Willem van", ()662-)747). ,Les bulles de savon ,XXIV
2500,2474 ,"Mieris, Willem van", ()662-)747). ,Le marchand de gibier ,XXIV
