,author,life,title,width,height,wall,position,image_path
1928,Aken hieronymus van, (vers 1450 ou 146o- 15 16). ,la nef des fous allégorie reproduit,,,,XXXI,
1929,Aken hieronymus van, (vers 1450 ou 146o- 15 16). ,jésus disputant avec les docteurs ecole de,,,,XXXI,
1930,Arent arentsz dit cabel, (1586- avant 1635) ,les pécheurs xxxi 23037 bailly david 1 584 16s7,,,,Musée Charles X S III,
1931,Bakhuysen ou backhuysen ludolf, (1631-1708) ,escadre hollandaise,,,,XXIII,
1932,Bakhuysen ou backhuysen ludolf, (1631-1708) ,la mer au helder,,,N,VI tr F,
1933,Bakhuysen ou backhuysen ludolf, (1631-1708) ,le port d'amsterdam,,,,XXIV,
1934,Bakhuysen ou backhuysen ludolf, (1631-1708) ,bateau de pêche et cabotier par gros temps,,,,XXVI,
1935,Bakhuysen ou backhuysen ludolf, (1631-1708) ,vaisseau hollandais,,,,XXV,
1936,Bakhuysen ou backhuysen ludolf, (1631-1708) ,yacht anglais sur une mer agitée,,,,XX,
1937,Bassen bartholomaeus van, (vers 1580 ou 1590-1652) ,vue intérieure d'une grande salle genre de,,,,XXI,
1938,Beerstraten jan abrahamsz, (1622-1666). ,l'ancien port de gênes,128.5,94.0,,XXIV,data/images_paintings/1938.jpg
1939,Begacornelispietersz,.( 1020-1664). ,intérieur rustique,,,,XXVI,
1940,Berchem ou berghem claes pietersz, (1620-1083) ,le gué,40.0,32.0,,XXIII,data/images_paintings/1940.jpg
1941,Berchem ou berghem claes pietersz, (1620-1083) ,la conduite des animaux au pâturage,,,,XXIV,
1942,Berchem ou berghem claes pietersz, (1620-1083) ,paysage et animaux au ptlturage,,,,XXVI,
1943,Berckheyde gerrit adriaensz, (1038-1698). ,vue de l'ancienne maison de ville d'amsterdam,,,,Nouv Acq,
1944,Bergen dirck van den, (vers 1640- vers 1690). ,paysage et animaux,,,,XXIII,
1945,Bergen dirck van den, (vers 1640- vers 1690). ,paysage,31.5,25.5,,XXIV,data/images_paintings/1945.jpg
1946,Beyeren abraham hendrickz van, (1620 ou 1621- 1675). ,nature morte,105.0,125.5,,XXIV,data/images_paintings/1946.jpg
1947,Bloemaert abraham, (1564-1651). ,la nativité,,,,XIX,
1948,Bloot pieter pietersz de, (1601-1658). ,paysage attribué,,,,XXIII,
1949,Bol ferdinand, (1616-1680). ,philosophe en méditation o o ,,,,XXVII,
1950,Bol ferdinand, (1616-1680). ,un jeune prince hollandais dans un char traîné par des chèvres portrait présumé de guillaumehenri de nassau plus tard guillaume iii roi d'angleterre,,,S,VI tr F,data/images_paintings/1950.jpg
1951,Bol ferdinand, (1616-1680). ,portrait d'un mathématicien,63.0,77.2,,XXV,data/images_paintings/1951.jpg
1952,Bol ferdinand, (1616-1680). ,portrait d'homme,100.0,119.0,,XXIV,data/images_paintings/1952.jpg
1953,Bol ferdinand, (1616-1680). ,portrait du peintre et de sa femme lisbeth dell,,,,Coll Schlichting,
1954,Both johannes, (vers 1610-1652). ,paysage  chemin creux entre des rochers au soleil couchant   o o,,,,XXVI,
1955,Bray jan de, ( ? -1697). ,portrait d'homme,,,,XXIII,
1956,Breenbergh bartholomeus, ( 1 599-avant 1659). ,vue prise du campo vaccino à rome,,,,XXVII,
1957,Breenbergh bartholomeus, ( 1 599-avant 1659). ,réunion de ruines de l'ancienne rome,,,,XXVII,
1958,Brekelenkam quieringh gerritsz, (vers 1620-1668). ,la consultation,52.0,57.0,,XX,data/images_paintings/1958.jpg
1959,Ceulen janson ou janssens van, ( 1593-versi664). ,portrait d'homme,89.5,112.5,,XXIII,data/images_paintings/1959.jpg
1960,Ceulen janson ou janssens van, ( 1593-versi664). ,portrait de femme,33.0,43.2,N,I,data/images_paintings/1960.jpg
1961,Claess ou claessens jacobus, (travaillait entre 1S22 et 1528). ,la jeune femme à l'œillet,,,,Coll Arconati-Visconti,
1962,Cuyp aelbert, (1620-1691). ,paysage pâtre gardant des vaches et jouant du chalumeau,,,N,VI tr F,
1963,Cuyp aelbert, (1620-1691). ,le départ pour la promenade o,,,N,VI tr F,
1964,Cuyp aelbert, (1620-1691). ,la promenade des cavaliers,,,N,VI tr F,
1965,Cuyp aelbert, (1620-1691). ,portraits d'enfants les enfants à la chèvre,,,,XXVII,
1966,Dekker ou decker cornelis gerritsz, ( ? -1678) ,paysage,80.5,67.8,,XXV,data/images_paintings/1966.jpg
1967,Dou gérard, (1613-167?) ,la femme hydropique,68.0,86.0,,XXIII,data/images_paintings/1967.jpg
1968,Dou gérard, (1613-167?) ,aiguière d'argent,82.0,102.5,,XXIV,data/images_paintings/1968.jpg
1969,Dou gérard, (1613-167?) ,l'épicière de village,29.0,38.5,,XXVI,data/images_paintings/1969.jpg
1970,Dou gérard, (1613-167?) ,le joueur de trompette à la fenêtre,,,,XXV,
1971,Dou gérard, (1613-167?) ,la cuisinière hollandaise,27.3,36.0,,XXVI,data/images_paintings/1971.jpg
1972,Dou gérard, (1613-167?) ,une femme accrochant un coq à sa fenêtre,,,,XXIV,
1973,Dou gérard, (1613-167?) ,le peseur d'or,23.0,29.1,,XXIV,data/images_paintings/1973.jpg
1974,Dou gérard, (1613-167?) ,l'arracheur de dents portrait du père de rembrandt,,,,XXIV,
1975,Dou gérard, (1613-167?) ,la lecture de la bible,46.0,60.4,,XXV,data/images_paintings/1975.jpg
1976,Dou gérard, (1613-167?) ,vieillard lisant,,,,XX,
1977,Dou gérard, (1613-167?) ,portrait de femme âgée la mère de rembrandt ,,,,XXV,
1978,Dou gérard, (1613-167?) ,portrait de gérard dou par lui même,,,,XXII,
1979,Dubordieu pieter, (travaillait en Hollande vers 1633- 1676). ,portrait de femme attribué autrefois donné à gerard verspronck,,,,XXVI,
1980,Duyster willem, (vers 1600-163=;) ,les maraudeurs  o'  o,,,,XXIV,
1981,Dyck phillip van, (1680- 17S3) ,sara présentant agar à abraham,,,,XXV,
1982,Eeckhout gerbrandt van den, (1621-1674) ,anne présentant à élie son fils samue,,,,XXI,
1983,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait de femme âgée de 34 ans,,,,XXI,
1984,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait d'homme,,,,XXI,
1985,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait de femme tenant un éventail,,,,XX,
1986,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait d'homme âgé de 36 ans,,,,XXII,
1987,Elias nicolaes, (1588- entre 16;4 et 16:;6) ,portrait d'homme âgé de 27 ans attribué,,,,Coll Schlichting,
1988,Engelbrechtsen cornelis, (1468?-! 533). ,martyre de saint jean l'évangéliste,,,,Coll Schlichting,
1989,Everdingen allart van, (162 1 - 167;) ,p iysage rivière dans une vallée montagneuse o,,,S,VI tr F,
1990,Everdingen allart van, (162 1 - 167;) ,paysage avec pêcheurs et chasseurs,43.0,30.5,,XX,data/images_paintings/1990.jpg
1991,Fictoor ou victors jan, (vers 1620- après 1676) ,isaac bénissant jacob,,,S,VI tr F,
1992,Fictoor ou victors jan, (vers 1620- après 1676) ,portrait de jeune fille regardant à sa fenêtre,,,,XXII,data/images_paintings/1992.jpg
1993,Flinck govert, (1615-1660) ,—un ange annonce aux bergers la naissance du christ,,,,XXV,
1994,Flinck govert, (1615-1660) ,portrait de petite fille en bergère,,,,XXV,
1995,Geertgen tot sint jans dit gérard de saint jean, (vers 1465-1493) ,la résurrection de lazare,,,,XXXI,
1996,Gogh vincent van, (185-5-1890) ,fleurs dans un vase de cuivre,,,,Musée Charles X S III,
1997,Goyen jan van," ( i =,q6-i6=;6) ",bords d'une rivière en hollande,,,N,VI tr F,
1998,Goyen jan van," ( i =,q6-i6=;6) ",un canal en hollande,,,,XXIV,
1999,Goyen jan van," ( i =,q6-i6=;6) ",une rivière en hollande,,,,XXVI,
2000,Goyen jan van," ( i =,q6-i6=;6) ",vue de dordrecht,108.0,74.0,,XXIV,data/images_paintings/2000.jpg
2001,Goyen jan van," ( i =,q6-i6=;6) ",bords d'un canal,,,,XX,
2002,Grebber pieter fransz de, (vers ISQO ou vers 1600- après 1640 ou après i6ss) ,la leçon de tatouage,56.5,62.0,,Coll Schlichting,data/images_paintings/2002.jpg
2003,Hagen joris van der, (entre 161; et 1620-1660) ,vue de hollande paysage,,,,XXII,data/images_paintings/2003.jpg
2004,Hagen joris van der, (entre 161; et 1620-1660) ,paysage le gué lattribué,,,,XXII,
2005,Hagen joris van der, (entre 161; et 1620-1660) ,la plaine de harlem attribue,,,,XX,
2006,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portrait en buste de rené descartes,,,N,VI tr F,
2007,Hals frans," (i=,8o ou 1 =;81 — 1666) ",la bohémienne,52.0,58.0,N,VI tr F,data/images_paintings/2007.jpg
2008,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portrait de femme,97.5,122.4,N,VI tr F,data/images_paintings/2008.jpg
2009,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portrait de paulus van beresteyn à 40 ans,,,N,VI tr F,
2010,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portrait de la femme de paulus van beresteyn à 18 ans,,,N,VI tr F,
2011,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portraits des membres de la famille paulus van beresteyn de harlem,,,N,VI tr F,
2012,Hals frans," (i=,8o ou 1 =;81 — 1666) ",portrait d'un jeune peintre dit de peintre ambulante,,,,Coll Schlichting,
2013,Heda willem claesz, (1594-1679) ,un dessert,55.0,44.0,,XXVI,data/images_paintings/2013.jpg
2014,Heem jan davidsz de, (1606-en 1683 ou 1684) ,fruits et vaisselle sur une table,203.0,149.0,,XXVI,data/images_paintings/2014.jpg
2015,Heem jan davidsz de, (1606-en 1683 ou 1684) ,un dessert,203.0,149.0,,XXVII,data/images_paintings/2015.jpg
2016,Heemskerck egbert van, (vers 1634-1704) ,intérieur,35.5,46.5,,XX,data/images_paintings/2016.jpg
2017,Helst bartholomeus van der, (1613-1670) ,les syndics du doelen de st sébastien ou confrérie des arbalétriers à amsterdam,,,N,VI tr F,data/images_paintings/2017.jpg
2018,Helst bartholomeus van der, (1613-1670) ,portrait d'homme,88.5,108.5,,XXI,data/images_paintings/2018.jpg
2019,Helst bartholomeus van der, (1613-1670) ,portrait de femme,79.7,100.0,,XXI,data/images_paintings/2019.jpg
2020,Helst bartholomeus van der, (1613-1670) ,la famille reepmaker antony reepmaker sa femme suzanne gonimaerts et leurs deux fils jacob et ernst,,,,Coll Schlichting,
2021,Helt stockade nicolas van, (1614-1669). ,portrait de hendrik hueck ingénieur et de sa femme catherine brouwers,,,,XX,
2022,Heusch guilliam de, (vers 162^-1692) ,paysage,,,,XXV,data/images_paintings/2022.jpg
2023,Heyden jan van der, (1637-1712) ,vue de l'ancienne maison de ville d'amsterdam,,,,XXV,
2024,Heyden jan van der, (1637-1712) ,eglise et place d'une ville en hollande,,,N,VI tr F,
2025,Heyden jan van der, (1637-1712) ,vue d'un village au bord d'un canal en hollande,,,N,VI tr F,
2026,Heyden jan van der, (1637-1712) ,paysage attribué,,,,XX,
2027,Heyden jan van der, (1637-1712) ,un canal dans une ville hollandaise,,,,Nouv Acq,
2028,Hobbema meindert, (1638-1709) ,paysage intérieur de forêt,,,N,VI tr F,
2029,Hobbema meindert, (1638-1709) ,le moulin à eau,111.0,77.0,S,VI tr F,data/images_paintings/2029.jpg
2030,"Hondecoeter melchior ""d""", (1636-1605) ,le dindon blanc,170.0,134.0,E,I,
2031,"Hondecoeter melchior ""d""", (1636-1605) ,oiseaux de basse cour,,,O,I,
2032,Hondius abraham —," (vers 1625- avant 1684, ou entre 1691 et 1695). ",le marchand de pigeons,26.0,36.0,,XXI,data/images_paintings/2032.jpg
2033,Honthorst gerard van, (1 :;00-1656). ,concert femmes jouant du luth et chantant,,,,XXVI,
2034,Honthorst gerard van, (1 :;00-1656). ,portrait de charles louis 1er comte palatin du rhin électeur puis duc de bavière,,,,XXVI,
2035,Honthorst gerard van, (1 :;00-1656). ,portrait de robert ou rupert de bavière duc de cumberland palatin du rhin frère du précédent,,,,XXVI,
2036,Hooch ou hoogh, (1629- vers 1684). ,intérieur d'une maison hollandaise,,,,XXII,
2037,Hooch ou hoogh, (1629- vers 1684). ,les joueurs de cartes,,,,XXII,
2038,Huijsum jan van, (1682-1740). ,paysage,29.0,23.0,,XXIV,data/images_paintings/2038.jpg
2039,Huijsum jan van, (1682-1740). ,paysage,29.0,23.0,,XXIV,data/images_paintings/2039.jpg
2040,Huijsum jan van, (1682-1740). ,corbeille de fleurs posée sur une table de marbre,,,,XXVI,
2041,Huijsum jan van, (1682-1740). ,fleurs et fruits,53.0,63.0,,XXVII,data/images_paintings/2041.jpg
2042,Huijsum jan van, (1682-1740). ,vase de fleurs,,,,XXV,data/images_paintings/2042.jpg
2043,Jardin karel du, (1622-1078). ,le calvaire,,,,XXI,data/images_paintings/2043.jpg
2044,Jardin karel du, (1622-1078). ,les charlatans italiens ,52.0,44.5,,XXV,data/images_paintings/2044.jpg
2045,Jardin karel du, (1622-1078). ,le gué site d'italie,30.0,23.0,,XXII,data/images_paintings/2045.jpg
2046,Jardin karel du, (1622-1078). ,le pâturage,46.7,51.5,,XXVII,data/images_paintings/2046.jpg
2047,Jardin karel du, (1622-1078). ,le bocage,43.0,52.0,,XXV,data/images_paintings/2047.jpg
2048,Jardin karel du, (1622-1078). ,paysage et animaux,,,,XXI,
2049,Jardin karel du, (1622-1078). ,le passage du gué,,,,XXIV,
2050,Jardin karel du, (1622-1078). ,portrait d'homme présumé celui de l'artiste,,,,XXI,
2051,Jardin karel du, (1622-1078). ,paysage et animaux,,,,XX,
2052,Jongkind johann barthold, (1819-1891). ,en hollande les barques près du moulin,81.3,52.5,,Musée Charles X S III,data/images_paintings/2052.jpg
2053,Kalff willem, (1621 ou 1622-1693). ,intérieur d'une chaumière,,,,XXV,
2054,Kalff willem, (1621 ou 1622-1693). ,nature morte,,,,XXIV,
2055,Kalff willem, (1621 ou 1622-1693). ,ustensiles de ménage ,,,,XX,
2056,Key willem, (vers 1 =1 j 5-1 568). ,portrait d'antoine del rio membre du conseil des troubles et de ses fils martin antoine et jérôme attribué  autrefois donné à moro,,,,V,
2057,Keyser thomas de, (1596 ou 1597-1667). ,portrait d'homme,52.5,79.0,,XXIV,data/images_paintings/2057.jpg
2058,Keyser thomas de, (1596 ou 1597-1667). ,portrait d'homme âgé de 72 ans attribué,,,,XXV,
2059,Leyster judith, (vers 1600-1660). ,joyeuse compagn ie,,,,Coll Schlichting,
2060,Limborch hendrik van, (1682-1759). ,les plaisirs de l'âge d'or,84.0,64.0,,XXVII,data/images_paintings/2060.jpg
2061,Lingelbach johannes, (1622-1674). ,le marché aux herbes à rome près de l'escalier de montecavallo,,,,XXI,
2062,Lingelbach johannes, (1622-1674). ,vue d'un port de mer en italie,,,,XXI,
2063,Loo jacob van, ([614-1670). ,portrait de michel corneille le père peintre français et recteur de l'académie royjie,,,,XXIII,
2064,Loo jacob van, ([614-1670). ,etude de femme nue vue à mi corps xxiv 26401 lukas van leyden ou lukas huygensz qch 1 533,,,,Musée Charles X S III,
2065,Meer jan van der, (1628-1691). ,entrée d'auberge,66.0,70.0,,XXIII,data/images_paintings/2065.jpg
2066,Metsu gabriel, (1629 ou 1630-1667). ,la femme adultère,165.0,134.0,,XXV,data/images_paintings/2066.jpg
2067,Metsu gabriel, (1629 ou 1630-1667). ,le marché aux herbes d'amsterdam,84.0,97.0,,XXIV,data/images_paintings/2067.jpg
2068,Metsu gabriel, (1629 ou 1630-1667). ,un militaire fait servir des rafraîchissements à une jeune dame,,,,XXIV,data/images_paintings/2068.jpg
2069,Metsu gabriel, (1629 ou 1630-1667). ,la leçon de musique,24.5,32.0,,XXVI,data/images_paintings/2069.jpg
2070,Metsu gabriel, (1629 ou 1630-1667). ,le chimiste,23.5,27.0,,XXIV,data/images_paintings/2070.jpg
2071,Metsu gabriel, (1629 ou 1630-1667). ,une femme hollandaise assise tenant un pot de bière et un verre,,,,XXIII,
2072,Metsu gabriel, (1629 ou 1630-1667). ,une cuisinière hollandaise ou la peleuse de pommes,,,,XXIII,
2073,Metsu gabriel, (1629 ou 1630-1667). ,portrait présumé de corneille tromp amiral hollandais,,,,XXIII,
2074,Metsu gabriel, (1629 ou 1630-1667). ,nature morte,,,,XXVII,
2075,Mierevelt michel jansz van, (1567-1641). ,portrait de jan van oldenbarneveld conseiller pensionnaire de hollande,,,,XXIII,
2076,Mierevelt michel jansz van, (1567-1641). ,portrait présumé d'elisabeth stuart fille de jacques ier d'angleterre reine de bohême attribué,,,,Coll Schlichting,
2077,Mieris frans van, (1635-1681). ,femme à sa toilette servie par une négresse,,,,XXVI,
2078,Mieris frans van, (1635-1681). ,le thé,34.0,42.0,,XXVII,data/images_paintings/2078.jpg
2079,Mieris frans van, (1635-1681). ,une famille flamande,,,,XXVI,
2080,Mieris willem van, ()662-)747). ,les bulles de savon,26.5,32.0,,XXIV,data/images_paintings/2080.jpg
2081,Mieris willem van, ()662-)747). ,le marchand de gibier,26.5,31.0,,XXIV,data/images_paintings/2081.jpg
2082,Molenaer jan miense, (vers 1605-1668). ,homme accordant son luth attribué autrefois donné à gerard van honthorst,,,,XX,
2083,Moro mor," (vers 1512, 1519-1570). ",portrait d'un seigneur de la suite du cardinal granvelle,,,,XXXI,
2084,Moro mor," (vers 1512, 1519-1570). ",le nain du cardinal granvelle tenant un gros chien,92.0,126.0,,XXXI,data/images_paintings/2084.jpg
2085,Moucheron frederik de, (1633-1686). ,le départ pour la chasse,65.5,79.0,,XXI,data/images_paintings/2085.jpg
2086,Neer aert van der, (1603-1677). ,bords d'un canal en hollande,81.0,49.0,,XXII,data/images_paintings/2086.jpg
2087,Neer aert van der, (1603-1677). ,village traversé par une route effet de clair de lune,,,S,VI tr F,
2088,Neer eglon hendrik van der, (1635 ou 1636-1703). ,la marchande de poissons,16.5,21.5,,XXV,data/images_paintings/2088.jpg
2089,Netscher caspar, (1619-16841. ,la leçon de chant,38.0,48.0,,XXIV,data/images_paintings/2089.jpg
2090,Netscher caspar, (1619-16841. ,la leçon de basse de viole,35.5,45.0,,XXIV,data/images_paintings/2090.jpg
2091,Netscher constantijn, (1668-1723). ,vénus pleurant adonis métamorphosé en anémone,,,,XXVII,
2092,Netscher constantijn, (1668-1723). ,portrait d'une jeune princesse,,,,XX,
2093,Nickele nickelle ou nikkelen, (? -1 703). ,vestibule d'un palais,,,,XXIII,
2094,Nooms reinier, (1621- vers 1668). ,vue de l'ancien louvre du côté de la seine,,,,XXI,
2095,Nymegen elias van, (1667-1755). ,panneau décoratif,,,,XX,
2096,Ostade adriaen van, (1610-1685). ,portrait de famille dit autrefois «la famille d'a van ostade»,,,,XXIV,
2097,Ostade adriaen van, (1610-1685). ,le maître d'école,32.5,40.0,,XXII,data/images_paintings/2097.jpg
2098,Ostade adriaen van, (1610-1685). ,le marché aux poissons,36.5,41.5,,XXI,data/images_paintings/2098.jpg
2099,Ostade adriaen van, (1610-1685). ,intérieur d'une chaumière,,,,XXVI,
2100,Ostade adriaen van, (1610-1685). ,un homme d'affaires dans son cabinet,27.8,33.7,,XXI,data/images_paintings/2100.jpg
2101,Ostade adriaen van, (1610-1685). ,le fumeur,23.1,27.9,,XXIV,data/images_paintings/2101.jpg
2102,Ostade adriaen van, (1610-1685). ,un buveur o,,,,XXV,
2103,Ostade adriaen van, (1610-1685). ,le buveur ,22.0,27.5,,XX,data/images_paintings/2103.jpg
2104,Ostade adriaen van, (1610-1685). ,le liseur  o,,,,XX,
2105,Ostade adriaen van, (1610-1685). ,la lecture,15.7,18.5,,XX,data/images_paintings/2105.jpg
2106,Ostade adriaen van, (1610-1685). ,la lecture de la gazette,20.2,25.4,,XX,data/images_paintings/2106.jpg
2107,Ostade adriaen van, (1610-1685). ,intérieur de cabaret,29.1,21.2,,XX,data/images_paintings/2107.jpg
2108,Ostade adriaen van, (1610-1685). ,intérieur d'école ,20.3,19.7,,XX,data/images_paintings/2108.jpg
2109,Ostade adriaen van, (1610-1685). ,scène d'intérieur autrefois attribué à isack van ostade,,,,XX,
